"sentence","id","token","lemma","CharacterOffsetBegin","CharacterOffsetEnd","POS","NER","Speaker","UT"
177,"30","best","best",18466,18470,"JJS","O","PER0","ADJ"
177,"31","luck","luck",18471,18475,"NN","O","PER0","NOUN"
177,"32","after","after",18476,18481,"IN","O","PER0","ADP"
177,"33","june","june",18482,18486,"NNP","DATE","PER0","NOUN"
177,"34","20th","20th",18487,18491,"JJ","DATE","PER0","ADJ"
177,"35","with","with",18492,18496,"IN","O","PER0","ADP"
177,"36","medium","medium",18497,18503,"NN","O","PER0","NOUN"
177,"37","early","early",18504,18509,"JJ","O","PER0","ADJ"
177,"38","maturity","maturity",18510,18518,"NN","O","PER0","NOUN"
177,"39","dekalb","dekalb",18522,18528,"NN","O","PER0","NOUN"
177,"40","3606","3606",18529,18533,"CD","NUMBER","PER0","NUM"
177,"41","or","or",18534,18536,"CC","O","PER0","CONJ"
177,"42","pioneer","pioneer",18537,18544,"NN","O","PER0","NOUN"
177,"43","G32","g32",18545,18548,"NN","O","PER0","NOUN"
177,"44","?","?",18549,18550,".","O","PER0","."
540,"1","Pioneer","Pioneer",53505,53512,"NNP","O","PER0","NOUN"
540,"2","dealer","dealer",53513,53519,"NN","O","PER0","NOUN"
540,"3","and","and",53520,53523,"CC","O","PER0","CONJ"
540,"4","I","I",53524,53525,"PRP","O","PER0","PRON"
540,"5","dug","dig",53526,53529,"VBD","O","PER0","VERB"
540,"6","a","a",53530,53531,"DT","O","PER0","DET"
540,"7","plant","plant",53532,53537,"NN","O","PER0","NOUN"
540,"8","from","from",53538,53542,"IN","O","PER0","ADP"
540,"9","each","each",53543,53547,"DT","O","PER0","DET"
540,"10","number","number",53548,53554,"NN","O","PER0","NOUN"
540,"11","in","in",53555,53557,"IN","O","PER0","ADP"
540,"12","the","the",53558,53561,"DT","O","PER0","DET"
540,"13","plot","plot",53562,53566,"NN","O","PER0","NOUN"
540,"14","early","early",53567,53572,"RB","DATE","PER0","ADV"
540,"15","last","last",53573,53577,"JJ","DATE","PER0","ADJ"
540,"16","week","week",53578,53582,"NN","DATE","PER0","NOUN"
540,"17",",",",",53582,53583,",","O","PER0","."
540,"18","we","we",53584,53586,"PRP","O","PER0","PRON"
540,"19","did","do",53587,53590,"VBD","O","PER0","VERB"
540,"20","see","see",53591,53594,"VB","O","PER0","VERB"
540,"21","a","a",53595,53596,"DT","O","PER0","DET"
540,"22","FEW","few",53597,53600,"NN","O","PER0","NOUN"
540,"23","adult","adult",53601,53606,"JJ","O","PER0","ADJ"
540,"24","beetles","beetle",53607,53614,"NNS","O","PER0","NOUN"
540,"25","in","in",53615,53617,"IN","O","PER0","ADP"
540,"26","the","the",53618,53621,"DT","O","PER0","DET"
540,"27","CHR","chr",53622,53625,"NN","O","PER0","NOUN"
540,"28","numbers","number",53626,53633,"NNS","O","PER0","NOUN"
540,"29",".",".",53633,53634,".","O","PER0","."
441,"1","Does","do",38939,38943,"VBZ","O","PER0","VERB"
441,"2","the","the",38944,38947,"DT","O","PER0","DET"
441,"3","pioneer","pioneer",38948,38955,"NN","O","PER0","NOUN"
441,"4","field","field",38956,38961,"NN","O","PER0","NOUN"
441,"5","360","360",38962,38965,"CD","NUMBER","PER0","NUM"
441,"6","program","program",38966,38973,"NN","O","PER0","NOUN"
441,"7","deal","deal",38974,38978,"NN","O","PER0","NOUN"
441,"8","with","with",38979,38983,"IN","O","PER0","ADP"
441,"9","grid","grid",38984,38988,"NN","O","PER0","NOUN"
441,"10","sampling","sampling",38989,38997,"NN","O","PER0","NOUN"
441,"11","at","at",38998,39000,"IN","O","PER0","ADP"
441,"12","all","all",39001,39004,"DT","O","PER0","DET"
441,"13","?","?",39004,39005,".","O","PER0","."
444,"1","I","I",39241,39242,"PRP","O","PER0","PRON"
444,"2","asked","ask",39243,39248,"VBD","O","PER0","VERB"
444,"3","about","about",39249,39254,"IN","O","PER0","ADP"
444,"4","Pioneer","Pioneer",39255,39262,"NNP","LOCATION","PER0","NOUN"
444,"5","Field","Field",39263,39268,"NNP","LOCATION","PER0","NOUN"
444,"6","360","360",39269,39272,"CD","NUMBER","PER0","NUM"
444,"7","because","because",39273,39280,"IN","O","PER0","ADP"
444,"8","my","my",39281,39283,"PRP$","O","PER0","PRON"
444,"9","pioneer","pioneer",39284,39291,"NN","O","PER0","NOUN"
444,"10","dealer","dealer",39292,39298,"NN","O","PER0","NOUN"
444,"11","gave","give",39299,39303,"VBD","O","PER0","VERB"
444,"12","me","I",39304,39306,"PRP","O","PER0","PRON"
444,"13","a","a",39307,39308,"DT","O","PER0","DET"
444,"14","free","free",39309,39313,"JJ","O","PER0","ADJ"
444,"15","subscription","subscription",39314,39326,"NN","O","PER0","NOUN"
444,"16","and","and",39327,39330,"CC","O","PER0","CONJ"
444,"17","I","I",39331,39332,"PRP","O","PER0","PRON"
444,"18","ca","can",39333,39335,"MD","O","PER0","VERB"
444,"19","n't","not",39335,39338,"RB","O","PER0","ADV"
444,"20","find","find",39339,39343,"VB","O","PER0","VERB"
444,"21","it","it",39344,39346,"PRP","O","PER0","PRON"
444,"22","anywhere","anywhere",39347,39355,"RB","O","PER0","ADV"
444,"23","on","on",39356,39358,"IN","O","PER0","ADP"
444,"24","there","there",39359,39364,"EX","O","PER0","DET"
444,"25","?","?",39364,39365,".","O","PER0","."
444,"1","I","I",39241,39242,"PRP","O","PER0","PRON"
444,"2","asked","ask",39243,39248,"VBD","O","PER0","VERB"
444,"3","about","about",39249,39254,"IN","O","PER0","ADP"
444,"4","Pioneer","Pioneer",39255,39262,"NNP","LOCATION","PER0","NOUN"
444,"5","Field","Field",39263,39268,"NNP","LOCATION","PER0","NOUN"
444,"6","360","360",39269,39272,"CD","NUMBER","PER0","NUM"
444,"7","because","because",39273,39280,"IN","O","PER0","ADP"
444,"8","my","my",39281,39283,"PRP$","O","PER0","PRON"
444,"9","pioneer","pioneer",39284,39291,"NN","O","PER0","NOUN"
444,"10","dealer","dealer",39292,39298,"NN","O","PER0","NOUN"
444,"11","gave","give",39299,39303,"VBD","O","PER0","VERB"
444,"12","me","I",39304,39306,"PRP","O","PER0","PRON"
444,"13","a","a",39307,39308,"DT","O","PER0","DET"
444,"14","free","free",39309,39313,"JJ","O","PER0","ADJ"
444,"15","subscription","subscription",39314,39326,"NN","O","PER0","NOUN"
444,"16","and","and",39327,39330,"CC","O","PER0","CONJ"
444,"17","I","I",39331,39332,"PRP","O","PER0","PRON"
444,"18","ca","can",39333,39335,"MD","O","PER0","VERB"
444,"19","n't","not",39335,39338,"RB","O","PER0","ADV"
444,"20","find","find",39339,39343,"VB","O","PER0","VERB"
444,"21","it","it",39344,39346,"PRP","O","PER0","PRON"
444,"22","anywhere","anywhere",39347,39355,"RB","O","PER0","ADV"
444,"23","on","on",39356,39358,"IN","O","PER0","ADP"
444,"24","there","there",39359,39364,"EX","O","PER0","DET"
444,"25","?","?",39364,39365,".","O","PER0","."
446,"1","It","it",39374,39376,"PRP","O","PER0","PRON"
446,"2","'s","be",39376,39378,"VBZ","O","PER0","VERB"
446,"3","pioneer","pioneer",39379,39386,"NN","O","PER0","NOUN"
446,"4","field","field",39387,39392,"NN","O","PER0","NOUN"
446,"5","360","360",39393,39396,"CD","NUMBER","PER0","NUM"
446,"6","select","select",39397,39403,"JJ","O","PER0","ADJ"
446,"7","Edited","edit",39405,39411,"VBN","O","PER0","VERB"
446,"8","by","by",39412,39414,"IN","O","PER0","ADP"
446,"9","farming247","farming247",39415,39425,"NN","O","PER0","NOUN"
446,"10","3/17/2014","3/17/2014",39426,39435,"CD","TIME","PER0","NUM"
446,"11","09:31","09:31",39437,39442,"CD","TIME","PER0","NUM"
446,"12","maybe","maybe",39443,39448,"RB","O","PER0","ADV"
446,"13","i","i",39450,39451,"FW","O","PER0","X"
446,"14","am","be",39452,39454,"VBP","O","PER0","VERB"
446,"15","wrong","wrong",39455,39460,"JJ","O","PER0","ADJ"
446,"16","hear","hear",39461,39465,"VB","O","PER0","VERB"
446,"17",",",",",39466,39467,",","O","PER0","."
446,"18","but","but",39468,39471,"CC","O","PER0","CONJ"
446,"19","you","you",39472,39475,"PRP","O","PER0","PRON"
446,"20","take","take",39476,39480,"VBP","O","PER0","VERB"
446,"21","36000","36000",39481,39486,"CD","NUMBER","PER0","NUM"
446,"22","ears","ear",39487,39491,"NNS","O","PER0","NOUN"
446,"23","/","/",39492,39493,":","O","PER0","."
446,"24","acre","acre",39493,39497,"NN","O","PER0","NOUN"
446,"25","x16","x16",39498,39501,"NN","O","PER0","NOUN"
446,"26","rows","row",39502,39506,"NNS","O","PER0","NOUN"
446,"27","x","x",39507,39508,"CC","O","PER0","CONJ"
446,"28","50","50",39509,39511,"CD","NUMBER","PER0","NUM"
446,"29","kernels","kernel",39512,39519,"NNS","O","PER0","NOUN"
446,"30","long","long",39520,39524,"RB","O","PER0","ADV"
446,"31","per","per",39525,39528,"IN","O","PER0","ADP"
446,"32","row","row",39529,39532,"NN","O","PER0","NOUN"
446,"33","divided","divide",39533,39540,"VBN","O","PER0","VERB"
446,"34","by","by",39541,39543,"IN","O","PER0","ADP"
446,"35","90000","90000",39544,39549,"CD","NUMBER","PER0","NUM"
446,"36","kernels","kernel",39550,39557,"NNS","O","PER0","NOUN"
446,"37","/","/",39558,39559,":","O","PER0","."
446,"38","per","per",39559,39562,"IN","O","PER0","ADP"
446,"39","bushell","bushell",39563,39570,"NN","O","PER0","NOUN"
446,"40",",",",",39571,39572,",","O","PER0","."
446,"41","heavy","heavy",39574,39579,"JJ","O","PER0","ADJ"
446,"42","test","test",39580,39584,"NN","O","PER0","NOUN"
446,"43","weight","weight",39585,39591,"NN","O","PER0","NOUN"
446,"44","corn","corn",39592,39596,"NN","O","PER0","NOUN"
446,"45","=","=",39597,39598,"JJ","O","PER0","ADJ"
446,"46","320","320",39599,39602,"CD","NUMBER","PER0","NUM"
446,"47","bushell","bushell",39603,39610,"NN","O","PER0","NOUN"
446,"48","per","per",39611,39614,"IN","O","PER0","ADP"
446,"49","acre","acre",39615,39619,"NN","O","PER0","NOUN"
446,"50",".",".",39619,39620,".","O","PER0","."
596,"1","jpg","jpg",58966,58969,"NN","O","PER0","NOUN"
596,"2","-RRB-","-rrb-",58969,58970,"-RRB-","O","PER0","."
596,"3","-LRB-","-lrb-",58970,58971,"-LRB-","O","PER0","."
596,"4","Oat","oat",58971,58974,"NN","O","PER0","NOUN"
596,"5","Turnip","turnip",58975,58981,"NN","O","PER0","NOUN"
596,"6","28","28",58982,58984,"CD","DURATION","PER0","NUM"
596,"7","days","day",58985,58989,"NNS","DURATION","PER0","NOUN"
596,"8","after","after",58990,58995,"IN","O","PER0","ADP"
596,"9","seeding.jpg","seeding.jpg",58996,59007,"NN","O","PER0","NOUN"
596,"10","-RRB-","-rrb-",59007,59008,"-RRB-","O","PER0","."
596,"11","Attachments","attachment",59008,59019,"NNS","O","PER0","NOUN"
596,"12","----------------","----------------",59019,59035,"CD","NUMBER","PER0","NUM"
596,"13","IMG_20140821_160204522.jpg","img_20140821_160204522.jpg",59036,59062,"NN","O","PER0","NOUN"
596,"14","-LRB-","-lrb-",59063,59064,"-LRB-","O","PER0","."
596,"15","153KB","153kb",59064,59069,"NN","O","PER0","NOUN"
596,"16","-","-",59070,59071,":","O","PER0","."
596,"17","143","143",59072,59075,"CD","NUMBER","PER0","NUM"
596,"18","downloads","download",59076,59085,"NNS","O","PER0","NOUN"
596,"19","-RRB-","-rrb-",59085,59086,"-RRB-","O","PER0","."
596,"20","Cassaba","Cassaba",59087,59094,"NNP","ORGANIZATION","PER0","NOUN"
596,"21","Vetch","Vetch",59095,59100,"NNP","ORGANIZATION","PER0","NOUN"
596,"22","28","28",59101,59103,"CD","DURATION","PER0","NUM"
596,"23","days","day",59104,59108,"NNS","DURATION","PER0","NOUN"
596,"24","after","after",59109,59114,"IN","O","PER0","ADP"
596,"25","seeding","seed",59115,59122,"VBG","O","PER0","VERB"
596,"26","3.jpg","3.jpg",59123,59128,"NN","O","PER0","NOUN"
596,"27","-LRB-","-lrb-",59129,59130,"-LRB-","O","PER0","."
596,"28","385KB","385kb",59130,59135,"NN","O","PER0","NOUN"
596,"29","-","-",59136,59137,":","O","PER0","."
596,"30","143","143",59138,59141,"CD","NUMBER","PER0","NUM"
596,"31","downloads","download",59142,59151,"NNS","O","PER0","NOUN"
596,"32","-RRB-","-rrb-",59151,59152,"-RRB-","O","PER0","."
596,"33","Cassabe","Cassabe",59153,59160,"NNP","O","PER0","NOUN"
596,"34","Vetch","Vetch",59161,59166,"NNP","O","PER0","NOUN"
596,"35","roots","root",59167,59172,"NNS","O","PER0","NOUN"
596,"36","28","28",59173,59175,"CD","DURATION","PER0","NUM"
596,"37","days","day",59176,59180,"NNS","DURATION","PER0","NOUN"
596,"38","after","after",59181,59186,"IN","O","PER0","ADP"
596,"39","seeding.jpg","seeding.jpg",59187,59198,"NN","O","PER0","NOUN"
596,"40","-LRB-","-lrb-",59199,59200,"-LRB-","O","PER0","."
596,"41","413KB","413kb",59200,59205,"NN","O","PER0","NOUN"
596,"42","-","-",59206,59207,":","O","PER0","."
596,"43","149","149",59208,59211,"CD","NUMBER","PER0","NUM"
596,"44","downloads","download",59212,59221,"NNS","O","PER0","NOUN"
596,"45","-RRB-","-rrb-",59221,59222,"-RRB-","O","PER0","."
596,"46","IMG_20140821_160052433.jpg","img_20140821_160052433.jpg",59223,59249,"NN","O","PER0","NOUN"
596,"47","-LRB-","-lrb-",59250,59251,"-LRB-","O","PER0","."
596,"48","388KB","388kb",59251,59256,"NN","O","PER0","NOUN"
596,"49","-","-",59257,59258,":","O","PER0","."
596,"50","142","142",59259,59262,"CD","NUMBER","PER0","NUM"
596,"51","downloads","download",59263,59272,"NNS","O","PER0","NOUN"
596,"52","-RRB-","-rrb-",59272,59273,"-RRB-","O","PER0","."
596,"53","Cassaba","Cassaba",59274,59281,"NNP","ORGANIZATION","PER0","NOUN"
596,"54","Vetch","Vetch",59282,59287,"NNP","ORGANIZATION","PER0","NOUN"
596,"55","28","28",59288,59290,"CD","DURATION","PER0","NUM"
596,"56","days","day",59291,59295,"NNS","DURATION","PER0","NOUN"
596,"57","after","after",59296,59301,"IN","O","PER0","ADP"
596,"58","seeding.jpg","seeding.jpg",59302,59313,"NN","O","PER0","NOUN"
596,"59","-LRB-","-lrb-",59314,59315,"-LRB-","O","PER0","."
596,"60","392KB","392kb",59315,59320,"NN","O","PER0","NOUN"
596,"61","-","-",59321,59322,":","O","PER0","."
596,"62","148","148",59323,59326,"CD","NUMBER","PER0","NUM"
596,"63","downloads","download",59327,59336,"NNS","O","PER0","NOUN"
596,"64","-RRB-","-rrb-",59336,59337,"-RRB-","O","PER0","."
596,"65","Ground","Ground",59338,59344,"NNP","O","PER0","NOUN"
596,"66","Hog","Hog",59345,59348,"NNP","O","PER0","NOUN"
596,"67","Radish","Radish",59349,59355,"NNP","O","PER0","NOUN"
596,"68","28","28",59356,59358,"CD","DURATION","PER0","NUM"
596,"69","days","day",59359,59363,"NNS","DURATION","PER0","NOUN"
596,"70","after","after",59364,59369,"IN","O","PER0","ADP"
596,"71","seeding","seed",59370,59377,"VBG","O","PER0","VERB"
596,"72","14","14",59378,59380,"CD","NUMBER","PER0","NUM"
596,"73","inches","inch",59381,59387,"NNS","O","PER0","NOUN"
596,"74","deep.jpg","deep.jpg",59388,59396,"NN","O","PER0","NOUN"
596,"75","-LRB-","-lrb-",59397,59398,"-LRB-","O","PER0","."
596,"76","338KB","338kb",59398,59403,"NN","O","PER0","NOUN"
596,"77","-","-",59404,59405,":","O","PER0","."
596,"78","152","152",59406,59409,"CD","NUMBER","PER0","NUM"
596,"79","downloads","download",59410,59419,"NNS","O","PER0","NOUN"
596,"80","-RRB-","-rrb-",59419,59420,"-RRB-","O","PER0","."
596,"81","IMG_20140821_162714105.jpg","img_20140821_162714105.jpg",59421,59447,"NN","O","PER0","NOUN"
596,"82","-LRB-","-lrb-",59448,59449,"-LRB-","O","PER0","."
596,"83","166KB","166kb",59449,59454,"NN","O","PER0","NOUN"
596,"84","-","-",59455,59456,":","O","PER0","."
596,"85","133","133",59457,59460,"CD","NUMBER","PER0","NUM"
596,"86","downloads","download",59461,59470,"NNS","O","PER0","NOUN"
596,"87","-RRB-","-rrb-",59470,59471,"-RRB-","O","PER0","."
596,"88","Winter","Winter",59472,59478,"NNP","DATE","PER0","NOUN"
596,"89","Pea","Pea",59479,59482,"NNP","O","PER0","NOUN"
596,"90","28","28",59483,59485,"CD","DURATION","PER0","NUM"
596,"91","days","day",59486,59490,"NNS","DURATION","PER0","NOUN"
596,"92","after","after",59491,59496,"IN","O","PER0","ADP"
596,"93","seeding.jpg","seeding.jpg",59497,59508,"NN","O","PER0","NOUN"
596,"94","-LRB-","-lrb-",59509,59510,"-LRB-","O","PER0","."
596,"95","360KB","360kb",59510,59515,"NN","O","PER0","NOUN"
596,"96","-","-",59516,59517,":","O","PER0","."
596,"97","146","146",59518,59521,"CD","NUMBER","PER0","NUM"
596,"98","downloads","download",59522,59531,"NNS","O","PER0","NOUN"
596,"99","-RRB-","-rrb-",59531,59532,"-RRB-","O","PER0","."
596,"100","IMG_20140821_160200961_HDR.jpg","img_20140821_160200961_hdr.jpg",59533,59563,"NN","O","PER0","NOUN"
596,"101","-LRB-","-lrb-",59564,59565,"-LRB-","O","PER0","."
596,"102","460KB","460kb",59565,59570,"NN","O","PER0","NOUN"
596,"103","-","-",59571,59572,":","O","PER0","."
596,"104","138","138",59573,59576,"CD","NUMBER","PER0","NUM"
596,"105","downloads","download",59577,59586,"NNS","O","PER0","NOUN"
596,"106","-RRB-","-rrb-",59586,59587,"-RRB-","O","PER0","."
596,"107","Ground","ground",59588,59594,"NN","O","PER0","NOUN"
596,"108","Hog","hog",59595,59598,"NN","O","PER0","NOUN"
596,"109","Radish","Radish",59599,59605,"NNP","O","PER0","NOUN"
596,"110","Winter","Winter",59606,59612,"NNP","DATE","PER0","NOUN"
596,"111","pea","pea",59613,59616,"NN","O","PER0","NOUN"
596,"112","for","for",59617,59620,"IN","O","PER0","ADP"
596,"113","ground","ground",59621,59627,"NN","O","PER0","NOUN"
596,"114","Oat","oat",59628,59631,"NN","O","PER0","NOUN"
596,"115","Turnip","turnip",59632,59638,"NN","MISC","PER0","NOUN"
596,"116","in","in",59639,59641,"IN","O","PER0","ADP"
596,"117","back","back",59642,59646,"RB","O","PER0","ADV"
596,"118","28","28",59647,59649,"CD","DURATION","PER0","NUM"
596,"119","days","day",59650,59654,"NNS","DURATION","PER0","NOUN"
596,"120","after","after",59655,59660,"IN","O","PER0","ADP"
596,"121","planting.jpg","planting.jpg",59661,59673,"NN","O","PER0","NOUN"
596,"122","-LRB-","-lrb-",59674,59675,"-LRB-","O","PER0","."
596,"123","168KB","168kb",59675,59680,"NN","O","PER0","NOUN"
596,"124","-","-",59681,59682,":","O","PER0","."
596,"125","142","142",59683,59686,"CD","NUMBER","PER0","NUM"
596,"126","downloads","download",59687,59696,"NNS","O","PER0","NOUN"
596,"127","-RRB-","-rrb-",59696,59697,"-RRB-","O","PER0","."
596,"128","Oat","Oat",59698,59701,"NNP","O","PER0","NOUN"
596,"129","Turnip","Turnip",59702,59708,"NNP","O","PER0","NOUN"
596,"130","28","28",59709,59711,"CD","DURATION","PER0","NUM"
596,"131","days","day",59712,59716,"NNS","DURATION","PER0","NOUN"
596,"132","after","after",59717,59722,"IN","O","PER0","ADP"
596,"133","seeding","seed",59723,59730,"VBG","O","PER0","VERB"
596,"134","2.jpg","2.jpg",59731,59736,"NN","O","PER0","NOUN"
596,"135","-LRB-","-lrb-",59737,59738,"-LRB-","O","PER0","."
596,"136","178KB","178kb",59738,59743,"NN","O","PER0","NOUN"
596,"137","-","-",59744,59745,":","O","PER0","."
596,"138","141","141",59746,59749,"CD","NUMBER","PER0","NUM"
596,"139","downloads","download",59750,59759,"NNS","O","PER0","NOUN"
596,"140","-RRB-","-rrb-",59759,59760,"-RRB-","O","PER0","."
596,"141","Oat","Oat",59761,59764,"NNP","O","PER0","NOUN"
596,"142","Turnip","Turnip",59765,59771,"NNP","O","PER0","NOUN"
596,"143","28","28",59772,59774,"CD","DURATION","PER0","NUM"
596,"144","days","day",59775,59779,"NNS","DURATION","PER0","NOUN"
596,"145","after","after",59780,59785,"IN","O","PER0","ADP"
596,"146","seeding.jpg","seeding.jpg",59786,59797,"NN","O","PER0","NOUN"
596,"147","-LRB-","-lrb-",59798,59799,"-LRB-","O","PER0","."
596,"148","186KB","186kb",59799,59804,"NN","O","PER0","NOUN"
596,"149","-","-",59805,59806,":","O","PER0","."
596,"150","140","140",59807,59810,"CD","NUMBER","PER0","NUM"
596,"151","downloads","download",59811,59820,"NNS","O","PER0","NOUN"
596,"152","-RRB-","-rrb-",59820,59821,"-RRB-","O","PER0","."
596,"153","Does","do",59822,59826,"VBZ","O","PER0","VERB"
596,"154","anyone","anyone",59827,59833,"NN","O","PER0","NOUN"
596,"155","know","know",59834,59838,"VB","O","PER0","VERB"
596,"156","what","what",59839,59843,"WP","O","PER0","PRON"
596,"157","the","the",59844,59847,"DT","O","PER0","DET"
596,"158","difference","difference",59848,59858,"NN","O","PER0","NOUN"
596,"159","is","be",59859,59861,"VBZ","O","PER0","VERB"
596,"160","between","between",59862,59869,"IN","O","PER0","ADP"
596,"161","Pioneer","Pioneer",59870,59877,"NNP","LOCATION","PER0","NOUN"
596,"162","Field","Field",59878,59883,"NNP","LOCATION","PER0","NOUN"
596,"163","360","360",59884,59887,"CD","NUMBER","PER0","NUM"
596,"164","Studio","Studio",59888,59894,"NNP","O","PER0","NOUN"
596,"165","and","and",59895,59898,"CC","O","PER0","CONJ"
